date,index_name,total_returns_index,net_total_return_index
2018-06-14,NIFTY 500,13781.18,13406.67
2018-06-15,NIFTY 500,13762.12,13388.13
2018-06-18,NIFTY 500,13725.35,13352.36
2018-06-19,NIFTY 500,13601.84,13232.21
2018-06-20,NIFTY 500,13663.75,13292.43
2018-06-21,NIFTY 500,13612.8,13239.76
2018-06-22,NIFTY 500,13695.9,13320.59
2018-06-25,NIFTY 500,13604.24,13231.44
2018-06-26,NIFTY 500,13600.44,13227.6
2018-06-27,NIFTY 500,13453.85,13085.03
2018-06-28,NIFTY 500,13318.37,12952.75
2018-06-29,NIFTY 500,13503.29,13132.58
2018-07-02,NIFTY 500,13424.54,13056.0
2018-07-03,NIFTY 500,13484.25,13114.07
2018-07-04,NIFTY 500,13551.84,13179.81
2018-07-05,NIFTY 500,13514.84,13143.82
2018-07-06,NIFTY 500,13556.77,13184.6
2018-07-09,NIFTY 500,13681.04,13305.46
2018-07-10,NIFTY 500,13801.46,13422.13
2018-07-11,NIFTY 500,13780.83,13401.27
2018-07-12,NIFTY 500,13837.41,13454.3
2018-07-13,NIFTY 500,13791.0,13409.17
2018-07-16,NIFTY 500,13618.67,13241.61
2018-07-17,NIFTY 500,13743.72,13363.2
2018-07-18,NIFTY 500,13677.65,13298.96
2018-07-19,NIFTY 500,13638.18,13260.58
2018-07-20,NIFTY 500,13712.17,13332.52
2018-07-23,NIFTY 500,13827.88,13445.03
2018-07-24,NIFTY 500,13955.93,13569.54
2018-07-25,NIFTY 500,13955.58,13569.19
2018-07-26,NIFTY 500,14015.05,13627.02
2018-07-27,NIFTY 500,14150.32,13758.54
2018-07-30,NIFTY 500,14209.48,13816.06
2018-07-31,NIFTY 500,14257.02,13862.29
2018-08-01,NIFTY 500,14258.89,13864.1
2018-08-02,NIFTY 500,14168.71,13776.42
2018-08-03,NIFTY 500,14312.09,13915.84
2018-08-06,NIFTY 500,14347.97,13950.73
2018-08-07,NIFTY 500,14341.27,13944.2
2018-08-08,NIFTY 500,14400.66,14001.96
2018-08-09,NIFTY 500,14438.0,14038.26
2018-08-10,NIFTY 500,14372.06,13974.14
2018-08-13,NIFTY 500,14272.7,13877.53
2018-08-14,NIFTY 500,14382.48,13984.0
2018-08-16,NIFTY 500,14322.64,13925.82
2018-08-17,NIFTY 500,14447.62,14047.34
2018-08-20,NIFTY 500,14551.95,14148.78
2018-08-21,NIFTY 500,14585.85,14181.74
2018-08-23,NIFTY 500,14601.32,14196.78
2018-08-24,NIFTY 500,14571.39,14167.68
2018-08-27,NIFTY 500,14731.17,14323.04
2018-08-28,NIFTY 500,14771.29,14362.04
2018-08-29,NIFTY 500,14753.44,14344.69
2018-08-30,NIFTY 500,14756.03,14347.21
2018-08-31,NIFTY 500,14782.95,14373.38
2018-09-03,NIFTY 500,14678.85,14272.17
2018-09-04,NIFTY 500,14507.89,14052.72
2018-09-05,NIFTY 500,14446.48,13993.24
2018-09-06,NIFTY 500,14524.31,14068.63
2018-09-07,NIFTY 500,14612.84,14154.38
2018-09-10,NIFTY 500,14414.37,13962.14
2018-09-11,NIFTY 500,14218.49,13771.0
2018-09-12,NIFTY 500,14299.56,13845.39
2018-09-14,NIFTY 500,14495.36,14034.97
2018-09-17,NIFTY 500,14353.62,13897.74
2018-09-18,NIFTY 500,14202.83,13751.73
2018-09-19,NIFTY 500,14132.44,13683.57
2018-09-21,NIFTY 500,13954.55,13511.34
2018-09-24,NIFTY 500,13684.55,13249.91
2018-09-25,NIFTY 500,13773.66,13336.19
2018-09-26,NIFTY 500,13772.06,13334.64
2018-09-27,NIFTY 500,13624.1,13191.38
2018-09-28,NIFTY 500,13496.26,13067.6
2018-10-01,NIFTY 500,13569.58,13138.6
2018-10-03,NIFTY 500,13408.52,12982.65
2018-10-04,NIFTY 500,13109.67,12693.29
2018-10-05,NIFTY 500,12769.28,12363.72
2018-10-08,NIFTY 500,12736.21,12331.69
2018-10-09,NIFTY 500,12677.49,12274.84
2018-10-10,NIFTY 500,12952.18,12540.81
2018-10-11,NIFTY 500,12681.39,12278.61
2018-10-12,NIFTY 500,12979.75,12567.5
2018-10-15,NIFTY 500,13046.23,12631.86
2018-10-16,NIFTY 500,13167.29,12749.08
2018-10-17,NIFTY 500,12967.17,12555.31
2018-10-19,NIFTY 500,12792.53,12386.22
2018-10-22,NIFTY 500,12698.2,12294.89
2018-10-23,NIFTY 500,12570.25,12171.01
2018-10-24,NIFTY 500,12667.65,12265.31
2018-10-25,NIFTY 500,12553.87,12155.14
2018-10-26,NIFTY 500,12470.57,12074.49
2018-10-29,NIFTY 500,12756.66,12351.5
2018-10-30,NIFTY 500,12742.59,12335.45
2018-10-31,NIFTY 500,12969.63,12555.24
2018-11-01,NIFTY 500,12999.37,12584.03
2018-11-02,NIFTY 500,13187.43,12766.08
2018-11-05,NIFTY 500,13156.88,12736.5
2018-11-06,NIFTY 500,13145.64,12725.63
2018-11-07,NIFTY 500,13239.33,12816.33
2018-11-09,NIFTY 500,13258.69,12835.06
2018-11-12,NIFTY 500,13129.95,12710.44
2018-11-13,NIFTY 500,13225.78,12803.2
2018-11-14,NIFTY 500,13222.75,12800.27
2018-11-15,NIFTY 500,13273.53,12849.43
2018-11-16,NIFTY 500,13330.69,12904.77
2018-11-19,NIFTY 500,13418.97,12990.22
2018-11-20,NIFTY 500,13282.16,12857.78
2018-11-21,NIFTY 500,13252.75,12829.31
2018-11-22,NIFTY 500,13161.85,12741.32
2018-11-26,NIFTY 500,13256.78,12833.22
2018-11-27,NIFTY 500,13317.44,12891.94
2018-11-28,NIFTY 500,13331.32,12905.37
2018-11-29,NIFTY 500,13462.63,13032.48
2018-11-30,NIFTY 500,13503.06,13071.63
2018-12-03,NIFTY 500,13529.42,13097.15
2018-12-04,NIFTY 500,13513.95,13082.16
2018-12-05,NIFTY 500,13384.98,12957.32
2018-12-06,NIFTY 500,13168.2,12747.46
2018-12-07,NIFTY 500,13253.29,12829.83
2018-12-10,NIFTY 500,12999.73,12584.38
2018-12-11,NIFTY 500,13111.79,12692.86
2018-12-12,NIFTY 500,13373.36,12946.07
2018-12-13,NIFTY 500,13455.91,13025.98
2018-12-14,NIFTY 500,13476.66,13046.07
2018-12-17,NIFTY 500,13569.56,13136.0
2018-12-18,NIFTY 500,13604.26,13169.6
2018-12-19,NIFTY 500,13707.21,13269.26
2018-12-20,NIFTY 500,13688.88,13251.51
2018-12-21,NIFTY 500,13466.86,13036.58
2018-12-24,NIFTY 500,13348.09,12921.61
2018-12-26,NIFTY 500,13406.24,12977.9
2018-12-27,NIFTY 500,13461.24,13031.14
2018-12-28,NIFTY 500,13573.23,13139.56
2018-12-31,NIFTY 500,13599.13,13164.62
2019-01-01,NIFTY 500,13640.46,13204.64
2019-01-02,NIFTY 500,13500.3,13068.96
2019-01-03,NIFTY 500,13368.91,12941.76
2019-01-04,NIFTY 500,13428.43,12999.39
2019-01-07,NIFTY 500,13467.36,13037.07
2019-01-08,NIFTY 500,13493.29,13062.16
2019-01-09,NIFTY 500,13536.01,13103.52
2019-01-10,NIFTY 500,13524.03,13091.93
2019-01-11,NIFTY 500,13492.62,13061.52
2019-01-14,NIFTY 500,13423.32,12994.43
2019-01-15,NIFTY 500,13580.01,13146.12
2019-01-16,NIFTY 500,13582.44,13148.47
2019-01-17,NIFTY 500,13587.51,13153.38
2019-01-18,NIFTY 500,13555.85,13122.73
2019-01-21,NIFTY 500,13578.37,13144.53
2019-01-22,NIFTY 500,13542.55,13109.86
2019-01-23,NIFTY 500,13450.22,13020.48
2019-01-24,NIFTY 500,13458.48,13028.47
2019-01-25,NIFTY 500,13343.0,12916.68
2019-01-28,NIFTY 500,13168.57,12747.83
2019-01-29,NIFTY 500,13167.46,12746.75
2019-01-30,NIFTY 500,13181.18,12760.03
2019-01-31,NIFTY 500,13357.8,12931.01
2019-02-01,NIFTY 500,13435.65,13006.37
2019-02-04,NIFTY 500,13414.64,12984.97
2019-02-05,NIFTY 500,13402.62,12973.34
2019-02-06,NIFTY 500,13531.56,13098.15
2019-02-07,NIFTY 500,13571.96,13137.26
2019-02-08,NIFTY 500,13410.58,12981.04
2019-02-11,NIFTY 500,13309.39,12883.1
2019-02-12,NIFTY 500,13249.12,12824.75
2019-02-13,NIFTY 500,13193.76,12771.17
2019-02-14,NIFTY 500,13167.36,12745.61
2019-02-15,NIFTY 500,13105.54,12685.77
2019-02-18,NIFTY 500,12998.01,12581.68
2019-02-19,NIFTY 500,12980.1,12564.35
2019-02-20,NIFTY 500,13133.49,12712.83
2019-02-21,NIFTY 500,13218.92,12795.52
2019-02-22,NIFTY 500,13245.74,12821.48
2019-02-25,NIFTY 500,13340.9,12913.59
2019-02-26,NIFTY 500,13295.32,12869.48
2019-02-27,NIFTY 500,13285.19,12859.67
2019-02-28,NIFTY 500,13303.2,12877.1
2019-03-01,NIFTY 500,13424.34,12994.36
2019-03-05,NIFTY 500,13626.72,13190.26
2019-03-06,NIFTY 500,13711.14,13268.08
2019-03-07,NIFTY 500,13703.58,13260.76
2019-03-08,NIFTY 500,13682.38,13240.25
2019-03-11,NIFTY 500,13882.22,13433.63
2019-03-12,NIFTY 500,14023.67,13570.51
2019-03-13,NIFTY 500,14038.41,13584.77
2019-03-14,NIFTY 500,14036.92,13583.33
2019-03-15,NIFTY 500,14115.72,13659.58
2019-03-18,NIFTY 500,14141.44,13684.47
2019-03-19,NIFTY 500,14221.02,13758.08
2019-03-20,NIFTY 500,14195.69,13733.58
2019-03-22,NIFTY 500,14120.15,13660.49
2019-03-25,NIFTY 500,13988.74,13533.36
2019-03-26,NIFTY 500,14138.82,13678.56
2019-03-27,NIFTY 500,14123.69,13663.92
2019-03-28,NIFTY 500,14272.79,13808.17
2019-03-29,NIFTY 500,14364.59,13896.98
2019-04-01,NIFTY 500,14421.49,13952.03
2019-04-02,NIFTY 500,14449.48,13979.11
2019-04-03,NIFTY 500,14356.79,13889.44
2019-04-04,NIFTY 500,14309.63,13843.81
2019-04-05,NIFTY 500,14396.45,13927.8
2019-04-08,NIFTY 500,14321.35,13855.15
2019-04-09,NIFTY 500,14385.8,13917.5
2019-04-10,NIFTY 500,14304.29,13838.64
2019-04-11,NIFTY 500,14321.82,13855.61
2019-04-12,NIFTY 500,14381.36,13913.2
2019-04-15,NIFTY 500,14443.67,13973.49
2019-04-16,NIFTY 500,14540.12,14066.79
2019-04-18,NIFTY 500,14476.63,14005.37
2019-04-22,NIFTY 500,14270.2,13805.66
2019-04-23,NIFTY 500,14251.64,13787.71
2019-04-24,NIFTY 500,14400.64,13931.85
2019-04-25,NIFTY 500,14313.53,13847.58
2019-04-26,NIFTY 500,14404.12,13935.22
2019-04-30,NIFTY 500,14366.33,13898.66
2019-05-02,NIFTY 500,14326.52,13860.15
2019-05-03,NIFTY 500,14307.21,13841.47
2019-05-06,NIFTY 500,14170.39,13709.1
2019-05-07,NIFTY 500,14051.08,13593.67
2019-05-08,NIFTY 500,13886.83,13434.77
2019-05-09,NIFTY 500,13826.96,13376.85
2019-05-10,NIFTY 500,13812.96,13363.31
2019-05-13,NIFTY 500,13619.29,13175.94
2019-05-14,NIFTY 500,13697.17,13251.28
2019-05-15,NIFTY 500,13619.46,13175.92
2019-05-16,NIFTY 500,13711.21,13264.68
2019-05-17,NIFTY 500,13871.89,13420.13
2019-05-20,NIFTY 500,14380.78,13912.44
2019-05-21,NIFTY 500,14242.53,13778.69
2019-05-22,NIFTY 500,14281.87,13816.75
2019-05-23,NIFTY 500,14214.3,13751.39
2019-05-24,NIFTY 500,14466.44,13995.31
2019-05-27,NIFTY 500,14589.9,14114.75
2019-05-28,NIFTY 500,14606.28,14130.6
2019-05-29,NIFTY 500,14519.5,14046.65
2019-05-30,NIFTY 500,14606.29,14130.61
2019-05-31,NIFTY 500,14591.01,14115.83
2019-06-03,NIFTY 500,14766.71,14285.8
2019-06-04,NIFTY 500,14702.41,14223.6
2019-06-06,NIFTY 500,14475.15,14003.74
2019-06-07,NIFTY 500,14495.06,14023.0
2019-06-10,NIFTY 500,14539.75,14066.24
2019-06-11,NIFTY 500,14598.2,14122.09
2019-06-12,NIFTY 500,14516.16,14040.67
2019-06-13,NIFTY 500,14521.38,14045.72
2019-06-14,NIFTY 500,14406.49,13934.58
2019-06-17,NIFTY 500,14218.31,13752.57
2019-06-18,NIFTY 500,14229.85,13763.73
2019-06-19,NIFTY 500,14192.79,13727.89
2019-06-20,NIFTY 500,14380.25,13909.2
2019-06-21,NIFTY 500,14284.21,13816.31
2019-06-24,NIFTY 500,14258.15,13791.11
2019-06-25,NIFTY 500,14360.63,13890.23
2019-06-26,NIFTY 500,14435.08,13961.72
2019-06-27,NIFTY 500,14449.59,13975.75
2019-06-28,NIFTY 500,14398.8,13926.63
2019-07-01,NIFTY 500,14481.11,14006.24
2019-07-02,NIFTY 500,14528.7,14047.86
2019-07-03,NIFTY 500,14547.48,14066.02
2019-07-04,NIFTY 500,14579.18,14096.67
2019-07-05,NIFTY 500,14401.47,13924.85
2019-07-08,NIFTY 500,14090.09,13623.77
2019-07-09,NIFTY 500,14102.22,13630.52
2019-07-10,NIFTY 500,14019.84,13550.9
2019-07-11,NIFTY 500,14122.25,13649.89
2019-07-12,NIFTY 500,14109.72,13637.77
2019-07-15,NIFTY 500,14128.3,13655.73
2019-07-16,NIFTY 500,14220.97,13745.31
2019-07-17,NIFTY 500,14242.02,13765.65
2019-07-18,NIFTY 500,14115.05,13642.92
2019-07-19,NIFTY 500,13896.06,13431.26
2019-07-22,NIFTY 500,13813.05,13351.03
2019-07-23,NIFTY 500,13793.16,13331.8
2019-07-24,NIFTY 500,13689.15,13231.27
2019-07-25,NIFTY 500,13690.06,13231.61
2019-07-26,NIFTY 500,13740.26,13280.13
2019-07-29,NIFTY 500,13616.28,13160.3
2019-07-30,NIFTY 500,13459.9,13009.15
2019-07-31,NIFTY 500,13522.1,13069.28
2019-08-01,NIFTY 500,13362.08,12914.62
2019-08-02,NIFTY 500,13379.19,12931.15
2019-08-05,NIFTY 500,13211.96,12769.52
2019-08-06,NIFTY 500,13341.72,12894.94
2019-08-07,NIFTY 500,13246.28,12802.69
2019-08-08,NIFTY 500,13436.18,12986.18
2019-08-09,NIFTY 500,13536.4,13083.04
2019-08-13,NIFTY 500,13304.77,12859.16
2019-08-14,NIFTY 500,13429.64,12979.85
2019-08-16,NIFTY 500,13456.71,13006.02
2019-08-19,NIFTY 500,13473.78,13022.51
2019-08-20,NIFTY 500,13414.23,12964.96
2019-08-21,NIFTY 500,13277.02,12832.35
2019-08-22,NIFTY 500,13061.91,12624.44
2019-08-23,NIFTY 500,13168.84,12727.79
2019-08-26,NIFTY 500,13429.74,12979.95
2019-08-27,NIFTY 500,13516.01,13063.33
2019-08-28,NIFTY 500,13439.14,12988.77
2019-08-29,NIFTY 500,13342.2,12895.08
2019-08-30,NIFTY 500,13449.3,12998.59
2019-09-03,NIFTY 500,13186.84,12744.92
2019-09-04,NIFTY 500,13232.93,12789.47
2019-09-05,NIFTY 500,13252.79,12808.67
2019-09-06,NIFTY 500,13363.98,12916.13
2019-09-09,NIFTY 500,13442.01,12991.55
2019-09-11,NIFTY 500,13506.72,13054.09
2019-09-12,NIFTY 500,13457.64,13006.65
2019-09-13,NIFTY 500,13561.51,13107.04
2019-09-16,NIFTY 500,13499.13,13046.23
2019-09-17,NIFTY 500,13266.59,12821.49
2019-09-18,NIFTY 500,13302.38,12856.08
2019-09-19,NIFTY 500,13136.23,12695.5
2019-09-20,NIFTY 500,13831.67,13367.61
2019-09-23,NIFTY 500,14215.41,13738.48
2019-09-24,NIFTY 500,14197.74,13721.41
2019-09-25,NIFTY 500,14002.03,13532.26
2019-09-26,NIFTY 500,14151.32,13676.54
2019-09-27,NIFTY 500,14079.08,13606.72
2019-09-30,NIFTY 500,13997.16,13527.55
2019-10-01,NIFTY 500,13840.55,13376.2
2019-10-03,NIFTY 500,13783.58,13321.14
2019-10-04,NIFTY 500,13623.62,13166.54
2019-10-07,NIFTY 500,13547.24,13092.73
2019-10-09,NIFTY 500,13752.94,13291.52
2019-10-10,NIFTY 500,13655.23,13197.1
2019-10-11,NIFTY 500,13728.17,13267.58
2019-10-14,NIFTY 500,13774.96,13312.81
2019-10-15,NIFTY 500,13866.69,13401.45
2019-10-16,NIFTY 500,13908.64,13442.0
2019-10-17,NIFTY 500,14082.13,13609.67
2019-10-18,NIFTY 500,14214.37,13737.48
2019-10-22,NIFTY 500,14167.96,13692.62
2019-10-23,NIFTY 500,14191.33,13715.21
2019-10-24,NIFTY 500,14159.98,13684.9
2019-10-25,NIFTY 500,14150.16,13675.42
2019-10-27,NIFTY 500,14221.03,13743.91
2019-10-29,NIFTY 500,14401.14,13917.97
2019-10-30,NIFTY 500,14475.42,13989.76
2019-10-31,NIFTY 500,14539.09,14051.3
2019-11-01,NIFTY 500,14560.64,14072.12
2019-11-04,NIFTY 500,14603.78,14113.82
2019-11-05,NIFTY 500,14546.54,14058.5
2019-11-06,NIFTY 500,14587.66,14098.24
2019-11-07,NIFTY 500,14653.33,14161.7
2019-11-08,NIFTY 500,14531.75,14044.21
2019-11-11,NIFTY 500,14550.59,14062.41
2019-11-13,NIFTY 500,14457.92,13972.85
2019-11-14,NIFTY 500,14482.84,13996.94
2019-11-15,NIFTY 500,14508.27,14021.52
2019-11-18,NIFTY 500,14510.92,14024.08
2019-11-19,NIFTY 500,14561.55,14073.01
2019-11-20,NIFTY 500,14625.8,14135.1
2019-11-21,NIFTY 500,14577.67,14088.58
2019-11-22,NIFTY 500,14528.11,14040.68
2019-11-25,NIFTY 500,14712.37,14218.77
2019-11-26,NIFTY 500,14653.52,14161.89
2019-11-27,NIFTY 500,14733.2,14238.9
2019-11-28,NIFTY 500,14814.01,14316.99
2019-11-29,NIFTY 500,14729.77,14235.59
2019-12-02,NIFTY 500,14706.31,14212.91
2019-12-03,NIFTY 500,14624.06,14133.42
2019-12-04,NIFTY 500,14682.49,14189.89
2019-12-05,NIFTY 500,14645.76,14143.37
2019-12-06,NIFTY 500,14513.39,14015.54
2019-12-09,NIFTY 500,14516.42,14018.47
2019-12-10,NIFTY 500,14402.73,13908.67
2019-12-11,NIFTY 500,14464.04,13967.89
2019-12-12,NIFTY 500,14546.39,14047.41
2019-12-13,NIFTY 500,14685.18,14181.44
2019-12-16,NIFTY 500,14639.27,14137.1
2019-12-17,NIFTY 500,14756.84,14250.64
2019-12-18,NIFTY 500,14806.69,14298.78
2019-12-19,NIFTY 500,14848.8,14339.45
2019-12-20,NIFTY 500,14868.41,14358.38
2019-12-23,NIFTY 500,14856.94,14347.3
2019-12-24,NIFTY 500,14813.0,14304.88
2019-12-26,NIFTY 500,14736.19,14230.6
2019-12-27,NIFTY 500,14873.5,14363.19
2019-12-30,NIFTY 500,14897.54,14386.41
2019-12-31,NIFTY 500,14819.29,14310.85
2020-01-01,NIFTY 500,14843.29,14334.03
2020-01-02,NIFTY 500,14980.54,14466.56
2020-01-03,NIFTY 500,14922.99,14410.98
2020-01-06,NIFTY 500,14631.41,14129.41
2020-01-07,NIFTY 500,14718.47,14213.48
2020-01-08,NIFTY 500,14698.65,14194.35
2020-01-09,NIFTY 500,14926.45,14414.33
2020-01-10,NIFTY 500,14977.61,14463.73
2020-01-13,NIFTY 500,15074.41,14557.21
2020-01-14,NIFTY 500,15124.47,14605.56
2020-01-15,NIFTY 500,15141.31,14621.82
2020-01-16,NIFTY 500,15175.81,14655.13
2020-01-17,NIFTY 500,15188.79,14667.67
2020-01-20,NIFTY 500,15049.24,14532.9
2020-01-21,NIFTY 500,14991.99,14477.62
2020-01-22,NIFTY 500,14931.11,14418.83
2020-01-23,NIFTY 500,15043.86,14527.71
2020-01-24,NIFTY 500,15138.19,14618.8
2020-01-27,NIFTY 500,15011.93,14496.88
2020-01-28,NIFTY 500,14947.9,14435.05
2020-01-29,NIFTY 500,15026.51,14510.96
2020-01-30,NIFTY 500,14891.25,14380.34
2020-01-31,NIFTY 500,14804.57,14296.63
2020-02-01,NIFTY 500,14421.13,13926.35
2020-02-03,NIFTY 500,14488.18,13991.1
2020-02-04,NIFTY 500,14792.21,14284.69
2020-02-05,NIFTY 500,14939.95,14427.37
2020-02-06,NIFTY 500,15019.88,14504.55
2020-02-07,NIFTY 500,15014.96,14499.81
2020-02-10,NIFTY 500,14932.29,14419.97
2020-02-11,NIFTY 500,14994.85,14480.38
2020-02-12,NIFTY 500,15070.16,14553.11
2020-02-13,NIFTY 500,15041.87,14525.79
2020-02-14,NIFTY 500,14956.99,14443.83
2020-02-17,NIFTY 500,14855.22,14345.54
2020-02-18,NIFTY 500,14789.34,14281.92
2020-02-19,NIFTY 500,14977.03,14463.17
2020-02-20,NIFTY 500,14959.29,14446.05
2020-02-24,NIFTY 500,14659.13,14156.18
2020-02-25,NIFTY 500,14609.32,14108.08
2020-02-26,NIFTY 500,14456.09,13960.11
2020-02-27,NIFTY 500,14391.08,13897.33
2020-02-28,NIFTY 500,13875.34,13399.28
2020-03-02,NIFTY 500,13790.7,13317.55
2020-03-03,NIFTY 500,14014.65,13533.81
2020-03-04,NIFTY 500,13915.97,13438.52
2020-03-05,NIFTY 500,13950.63,13471.99
2020-03-06,NIFTY 500,13620.11,13152.81
2020-03-09,NIFTY 500,12976.16,12530.96
2020-03-11,NIFTY 500,12956.37,12511.84
2020-03-12,NIFTY 500,11879.72,11472.13
2020-03-13,NIFTY 500,12273.36,11852.27
2020-03-16,NIFTY 500,11418.58,11026.81
2020-03-17,NIFTY 500,11157.03,10774.19
2020-03-18,NIFTY 500,10545.38,10183.52
2020-03-19,NIFTY 500,10243.87,9892.36
2020-03-20,NIFTY 500,10774.99,10405.26
2020-03-23,NIFTY 500,9400.96,9078.37
2020-03-24,NIFTY 500,9588.01,9259.0
2020-03-25,NIFTY 500,10128.06,9780.52
2020-03-26,NIFTY 500,10535.69,10174.17
2020-03-27,NIFTY 500,10550.2,10188.18
2020-03-30,NIFTY 500,10167.46,9818.57
2020-03-31,NIFTY 500,10540.43,10178.75
2020-04-01,NIFTY 500,10186.74,9837.19
2020-04-03,NIFTY 500,10000.86,9657.64
2020-04-07,NIFTY 500,10770.05,10400.43
2020-04-08,NIFTY 500,10788.81,10418.54
2020-04-09,NIFTY 500,11210.95,10826.2
2020-04-13,NIFTY 500,11088.47,10707.92
2020-04-15,NIFTY 500,11064.34,10684.61
2020-04-16,NIFTY 500,11166.67,10783.44
2020-04-17,NIFTY 500,11471.14,11077.46
2020-04-20,NIFTY 500,11471.44,11077.75
2020-04-21,NIFTY 500,11141.94,10759.55
2020-04-22,NIFTY 500,11349.73,10960.21
2020-04-23,NIFTY 500,11487.6,11093.34
2020-04-24,NIFTY 500,11288.98,10901.54
2020-04-27,NIFTY 500,11455.42,11062.27
2020-04-28,NIFTY 500,11558.67,11161.98
2020-04-29,NIFTY 500,11747.42,11344.06
2020-04-30,NIFTY 500,12072.43,11657.9
2020-05-04,NIFTY 500,11445.71,11052.69
2020-05-05,NIFTY 500,11335.14,10945.75
2020-05-06,NIFTY 500,11414.15,11021.81
2020-05-07,NIFTY 500,11331.86,10942.34
2020-05-08,NIFTY 500,11378.76,10987.64
2020-05-11,NIFTY 500,11385.39,10994.04
2020-05-12,NIFTY 500,11331.93,10942.42
2020-05-13,NIFTY 500,11551.54,11152.42
2020-05-14,NIFTY 500,11321.91,10930.72
2020-05-15,NIFTY 500,11306.13,10915.48
2020-05-18,NIFTY 500,10916.21,10539.03
2020-05-19,NIFTY 500,10975.77,10596.03
2020-05-20,NIFTY 500,11190.26,10803.09
2020-05-21,NIFTY 500,11256.18,10866.73
2020-05-22,NIFTY 500,11173.94,10787.33
2020-05-26,NIFTY 500,11186.72,10799.67
2020-05-27,NIFTY 500,11444.46,11048.49
2020-05-28,NIFTY 500,11650.41,11247.32
2020-05-29,NIFTY 500,11793.53,11383.82
2020-06-01,NIFTY 500,12092.03,11671.84
2020-06-02,NIFTY 500,12268.95,11842.61
2020-06-03,NIFTY 500,12369.15,11939.03
2020-06-04,NIFTY 500,12343.37,11914.14
2020-06-05,NIFTY 500,12514.41,12079.23
2020-06-08,NIFTY 500,12551.5,12115.03
2020-06-09,NIFTY 500,12422.12,11990.14
2020-06-10,NIFTY 500,12505.4,12070.53
2020-06-11,NIFTY 500,12270.08,11843.29
2020-06-12,NIFTY 500,12359.8,11929.87
2020-06-15,NIFTY 500,12193.99,11769.82
2020-06-16,NIFTY 500,12293.24,11865.62
2020-06-17,NIFTY 500,12275.42,11848.41
2020-06-18,NIFTY 500,12491.6,12057.01
2020-06-19,NIFTY 500,12674.39,12232.94
2020-06-22,NIFTY 500,12799.59,12353.78
2020-06-23,NIFTY 500,13002.86,12549.93
2020-06-24,NIFTY 500,12814.6,12368.23
2020-06-25,NIFTY 500,12820.09,12373.53
2020-06-26,NIFTY 500,12909.57,12459.82
2020-06-29,NIFTY 500,12803.28,12357.06
2020-06-30,NIFTY 500,12783.45,12337.88
2020-07-01,NIFTY 500,12904.08,12454.29
2020-07-02,NIFTY 500,13050.9,12594.53
2020-07-03,NIFTY 500,13123.96,12665.03
2020-07-06,NIFTY 500,13304.7,12835.12
2020-07-07,NIFTY 500,13356.96,12885.54
2020-07-08,NIFTY 500,13258.49,12790.53
2020-07-09,NIFTY 500,13366.65,12893.06
2020-07-10,NIFTY 500,13309.97,12838.39
2020-07-13,NIFTY 500,13341.27,12868.4
2020-07-14,NIFTY 500,13129.11,12663.5
2020-07-15,NIFTY 500,13124.91,12659.2
2020-07-16,NIFTY 500,13243.11,12772.65
2020-07-17,NIFTY 500,13437.95,12960.47
2020-07-20,NIFTY 500,13573.78,13091.44
2020-07-21,NIFTY 500,13702.98,13216.04
2020-07-22,NIFTY 500,13666.9,13181.2
2020-07-23,NIFTY 500,13770.13,13280.4
2020-07-24,NIFTY 500,13727.72,13239.48
2020-07-27,NIFTY 500,13635.55,13150.57
2020-07-28,NIFTY 500,13812.2,13320.92
2020-07-29,NIFTY 500,13743.53,13254.56
2020-07-30,NIFTY 500,13648.72,13162.56
2020-07-31,NIFTY 500,13654.79,13168.42
2020-08-03,NIFTY 500,13499.05,13018.01
2020-08-04,NIFTY 500,13715.13,13226.36
2020-08-05,NIFTY 500,13738.57,13248.37
2020-08-06,NIFTY 500,13862.69,13367.45
2020-08-07,NIFTY 500,13907.39,13410.54
2020-08-10,NIFTY 500,14013.13,13512.49
2020-08-11,NIFTY 500,14047.06,13545.21
2020-08-12,NIFTY 500,14037.7,13536.18
2020-08-13,NIFTY 500,14077.17,13573.18
2020-08-14,NIFTY 500,13935.92,13436.97
2020-08-17,NIFTY 500,14017.08,13515.16
2020-08-18,NIFTY 500,14189.88,13681.74
2020-08-19,NIFTY 500,14237.02,13726.96
2020-08-20,NIFTY 500,14171.02,13663.27
2020-08-21,NIFTY 500,14254.38,13743.54
2020-08-24,NIFTY 500,14367.48,13852.58
2020-08-25,NIFTY 500,14383.96,13868.48
2020-08-26,NIFTY 500,14474.1,13954.8
2020-08-27,NIFTY 500,14494.78,13974.7
2020-08-28,NIFTY 500,14586.35,14062.93
2020-08-31,NIFTY 500,14179.34,13670.51
2020-09-01,NIFTY 500,14285.55,13772.91
2020-09-02,NIFTY 500,14402.98,13885.63
2020-09-03,NIFTY 500,14427.92,13909.59
2020-09-04,NIFTY 500,14190.8,13680.99
2020-09-07,NIFTY 500,14192.59,13682.69
2020-09-08,NIFTY 500,14118.09,13610.87
2020-09-09,NIFTY 500,14058.29,13553.17
2020-09-10,NIFTY 500,14255.36,13743.07
2020-09-11,NIFTY 500,14295.07,13781.32
2020-09-14,NIFTY 500,14366.63,13850.11
2020-09-15,NIFTY 500,14488.25,13967.26
2020-09-16,NIFTY 500,14578.07,14053.77
2020-09-17,NIFTY 500,14479.79,13958.72
